"playlist_id","playlist_name","playlist_img","playlist_owner_name","playlist_owner_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track.id","analysis_url","time_signature","added_at","is_local","primary_color","added_by.href","added_by.id","added_by.type","added_by.uri","added_by.external_urls.spotify","track.artists","track.available_markets","track.disc_number","track.duration_ms","track.episode","track.explicit","track.href","track.is_local","track.name","track.popularity","track.preview_url","track.track","track.track_number","track.type","track.uri","track.album.album_group","track.album.album_type","track.album.artists","track.album.available_markets","track.album.href","track.album.id","track.album.images","track.album.is_playable","track.album.name","track.album.release_date","track.album.release_date_precision","track.album.total_tracks","track.album.type","track.album.uri","track.album.external_urls.spotify","track.external_ids.isrc","track.external_urls.spotify","video_thumbnail.url","key_name","mode_name","key_mode","analyzer_version","duration","end_of_fade_in","start_of_fade_out","tempo_confidence","time_signature_confidence","key_confidence","mode_confidence","bars","beats","tatums","tempo_section_mean","loudness_section_mean","duration_section_mean","tempo_section_sd","loudness_section_sd","duration_section_sd","segments","Playlist"
"6pl0C7qbIl5uoY3Tdf82oa","Songs I like","https://mosaic.scdn.co/640/ab67616d0000b273283ea28351ed97fa373b0a17ab67616d0000b27352653086ce6e1d2919efa534ab67616d0000b273d0a50cacfb47854fa416cd6cab67616d0000b273f0cc194252888c6658c706ab","Roan","a1j4is084oltkp2p5rpw8x63l",0.711,0.924,7,-3.398,1,0.0282,0.0156,0,0.114,0.912,108.033,"1qEHgdFqUxFebMPk8s2HLY","https://api.spotify.com/v1/audio-analysis/1qEHgdFqUxFebMPk8s2HLY",4,"2023-02-18T21:38:53Z",FALSE,NA,"https://api.spotify.com/v1/users/a1j4is084oltkp2p5rpw8x63l","a1j4is084oltkp2p5rpw8x63l","user","spotify:user:a1j4is084oltkp2p5rpw8x63l","https://open.spotify.com/user/a1j4is084oltkp2p5rpw8x63l",
